Type,title,Price VND,Price USD,Area (m2),Width,Length,bedrooms,bathrooms,district,price,,
Land,"MẶT TIỀN ĐÔNG HƯNG THUẬN QUẬN 12 - 122M2, NGANG HƠN 5M, 3 TẦNG - SÂN RỘNG ĐẬU 2 Ô TÔ - CHỈ NHỈNH 7",7350000000,"294,000",122,5.1,24,4,4,Quan 12,2409.84,,
House,CHỦ GẤP BÁN MT GIẢM SÂU 200TR GIÁ CHỈ 3.6 TỶ 60M2 NHÀ 2 TẦNG HXH THÔNG,3600000000,"144,000",60,4,15,3,2,Quan Binh Tan,2400,,
House,"Giảm sốc 1tỷ giá mới 7.5 tỷ bán nhà 3 tầng BTCT, hẻm xe hơi tránh, Hiệp Thành Q. 12 DT: 116m2  5x25",7500000000,"300,000",125,5,25,4,3,Quan 12,2400,,
House,BÁN ĐẤT TẶNG TRỌ NHÀ HẺM Ô TÔ - 200m2(10x20m) CHỈ 12 TỶ - VỪA Ở VỪA CÓ DÒNG TIỀN - TIỀM NĂNG TƯƠNG,12000000000,"480,000",200,10,20,1,1,Quan 9,2400,,
House,"Bán Đất Tặng Nhà Đường số 12, Phường TNP A, TP Thủ Đức giá chỉ 12 Tỷ, Tặng 13 Phòng trọ thu nhập",12000000000,"480,000",200,10,20,1,1,Quan 9,2400,,
House,"Bán ĐẤT Tặng NHÀ Đường số 12, Phường TNP A, TP Thủ Đức giá chỉ 12 Tỷ, Tặng 13 Phòng trọ thu nhập",12000000000,"480,000",200,10,20,1,1,Quan 9,2400,,
Land,MẶT TIỀN LIÊN KHU - NGAY CHỢ GÒ XOÀI - 2 TẦNG - 112M NHỈNH 6 TỶ,6650000000,"266,000",112,4,28,2,2,Quan Binh Tan,2375,,
Land,MẶT TIỀN LIÊN KHU - NGAY CHỢ GÒ XOÀI - 2 TẦNG - 112M NHỈNH 6 TỶ,6650000000,"266,000",112,4,28,2,2,Quan Binh Tan,2375,,
House,"Nhà lô nhì mặt tiền đường Phạm Hữu Lầu, Phú Mỹ, quận 7, 7x24, 2 tầng, sổ riêng, chỉ 8.9 tỉ",8900000000,"356,000",150,7,24,5,2,Quan 7,2373.33,,
House,"💥LINH XUÂN - THỦ ĐỨC, NHÀ 54M2 CHỈ 3.2 TY CÒN  THƯƠNG LƯỢNG",3200000000,"128,000",54,4,14,2,1,Thanh pho Thu Đuc,2370.37,,
House,"Nhà Lô Góc 2 Mặt Tiền Hẻm Xe Tải, Sát Dương Thị Mười – Quận 12, 62m2 Chỉ 3.65 Tỷ.",3650000000,"146,000",62,4.5,14,3,2,Quan 12,2354.84,,
House,"BÁN NHÀ SÁT KDC HIM LAM Đ HOÀNG TRỌNG MẬU P. TÂN HƯNG 5*17M* 2 TẦNG, 5 TỶ",5000000000,"200,000",85,5,17,4,4,Quan 7,2352.94,,
House,NHÀ HIẾM PHẠM ĐĂNG GIẢNG BÌNH HƯNG HÒA BÌNH TÂN 82M2 CHỈ HƠN 4 TỶ,4800000000,"192,000",82,5.5,15,3,4,Quan Binh Tan,2341.46,,
House,"Nhà mới, HXH Quốc lộ 50 - gần Nguyễn Văn Linh, DT: 4x17m, 2 Tầng - 4PN, 3.98 tỷ (TL).",3980000000,"159,200",68,4,17,5,2,Huyen Binh Chanh,2341.18,,
House,"Bán Gấp Nhà Hxh 93m2 Hiệp Bình Chánh, Gần Phạm Văn Đồng, Giá 5.4 Tỷ",5400000000,"216,000",93,6,155,3,2,Thanh pho Thu Đuc,2322.58,,
House,"Bán Gấp Nhà Hxh Đường Hiệp Bình Chánh, Gần Phạm Văn Đồng, Giá 5.5 Tỷ",5400000000,"216,000",93,6,155,3,2,Thanh pho Thu Đuc,2322.58,,
House,"Bán Nhà Liên khu 5-6, P. Bình Hưng Hoà B, Bình Tân",3300000000,"132,000",57,4,13,2,1,Quan Binh Tan,2315.79,,
House,"Nhà Hẻm Xe Hơi Nguyễn Ảnh Thủ, Vị Trí Sát Mặt Tiền, 94.4m2 Được Xây Thành 2 Căn Nhà, Giá Chỉ 5.5",5500000000,"220,000",95,12,13.5,4,5,Quan 12,2315.79,,
House,"ĐỘC QUYỀN BÁN NHÀ HẦM 4 LẦU - GÓC 2MT VIP NHẤT KDC HIỆP THÀNH CITY, Q12",25000000000,"1,000,000",432,18,24,4,4,Quan 12,2314.81,,
House,"ĐỘC QUYỀN BÁN NHÀ HẦM 4 LẦU - GÓC 2MT VIP NHẤT KDC HIỆP THÀNH CITY, Q12",25000000000,"1,000,000",432,18,24,4,4,Quan 12,2314.81,,
House,"Chủ Ngộp Bank!!!Bán Gấp!!Chỉ còn 5,95 tỷ, Nhà 2 tầng 103m2 SHR, Hẻm Ô tô tránh nhau. 1/ Nguyễn Văn",5950000000,"238,000",103,3.7,28,2,2,Quan 12,2310.68,,
Villa,"Bán chia tài sản, giảm sập sàn >Biệt thự lô góc 277m2. Từ 28 tỷ giảm còn 15.x tỷ giá cực rẻ",15990000000,"639,600",277,10,27,5,4,Thanh pho Thu Đuc,2309.03,,
Villa,"Bán chia tài sản, giảm sập sàn >Biệt thự lô góc 277m2. Từ 28 tỷ giảm còn 15.x tỷ giá cực rẻ",15990000000,"639,600",277,10,27,5,4,Thanh pho Thu Đuc,2309.03,,
House,CỰC HOT - HIẾM BÁN - MẶT TIỀN KINH DOANH - DƯƠNG CÁT LỢI NHÀ BÈ - 125M² - CHỈ 7.2 TỶ,7200000000,"288,000",125,3.5,35,2,2,Huyen Nha Be,2304,,
House,"Nhà (5x26) Mặt tiền Đường Hiệp Thành 06, Quận 12 giá rẻ 7.45 tỷ",7450000000,"298,000",130,5,30,3,2,Quan 12,2292.31,,
House,"Bán nhà 1 trệt 1 lầu DT 110m2, hẻm o tô đường 12, Tăng Nhơn Phú B, Q9, Thủ Đức, 6.3tỷ",6300000000,"252,000",110,5,22,2,2,Quan 9,2290.91,,
House,"BÁN NHÀ 5X27M ĐÚC 2 TẤM, MẶT TIỀN HIỆP THÀNH 6, GIÁ 7.7T",7700000000,"308,000",135,5,27,3,3,Quan 12,2281.48,,
House,"BÁN NHÀ 5X27M ĐÚC 2 TẤM, MẶT TIỀN HIỆP THÀNH 6, GIÁ 7.7T",7700000000,"308,000",135,5,27,3,3,Quan 12,2281.48,,
Land,"🍍🍍MẶT TIỀN KINH DOANH 100M2 HƠN 5 TY, LINH TÂY, THỦ ĐỨC.",5700000000,"228,000",100,5,20,4,4,Thanh pho Thu Đuc,2280,,
House,"Ngộp Bank!!Giảm sốc 800tr !!! Chỉ còn 5tỷ7, Nhà2  tầng 100m2, SHR,  1/ Nguyễn Văn Quá, sát bên chợ",5700000000,"228,000",100,5.4,18.5,2,2,Quan 12,2280,,
House,"Bán nhà 2 tầng mặt tiền đường số 2PN, 3WC tiện nghi đầy đủ chỉ nhỉnh 4 tỷ",4100000000,"164,000",72,4,18,2,3,Quan 9,2277.78,,
House,BÁN NHÀ HIỆP THÀNH QUẬN 12 – XE HƠI – 80M2 – GIÁ 4.55 TỶ,4550000000,"182,000",80,4,20,3,3,Quan 12,2275,,
House,CƠ HỘI VÀNG - MẶT TIỀN KINH DOANH SIÊU HIẾM - DƯƠNG CÁT LỢI NHÀ BÈ - 125M² - CHỈ 7.1 TỶ,7100000000,"284,000",125,3.5,35,2,2,Huyen Nha Be,2272,,
Apartment,"Bán căn hộ 1PN+ Vinhomes Grand Park - Giá tốt, tiện ích đẳng cấp, chủ đầu tư uy tín",2600000000,"104,000",46,5,10,2,1,Thanh pho Thu Đuc,2260.87,,
House,"CỰC HIẾM - GẤP - CHỈ 1,95 TỶ - 2 TẦNG - 35M2 - 2PN CÒN MỚI Ở NGAY.
NGAY NGÃ 3 TÂN SƠN - QUANG",1950000000,"78,000",35,3.5,10,2,2,Quan Go Vap,2228.57,,
House,"BÁN NHÀ HXH, SÁT TRƯỜNG CHINH, Q12, 80M2 x 2 TẦNG, NHỈNH 4 TỶ",4550000000,"182,000",81.7,4.3,19,3,2,Quan 12,2227.66,,
House,"BÁN NHÀ HXH, SÁT TRƯỜNG CHINH, Q12, 80M2 x 2 TẦNG, NHỈNH 4 TỶ",4550000000,"182,000",81.7,4.3,19,3,2,Quan 12,2227.66,,
House,"BÁN NHÀ HXH, SÁT TRƯỜNG CHINH, Q12, 80M2 x 2 TẦNG, NHỈNH 4 TỶ",4550000000,"182,000",81.7,4.3,19,3,2,Quan 12,2227.66,,
House,"BÁN NHÀ HXH, SÁT TRƯỜNG CHINH, Q12, 80M2 x 2 TẦNG, NHỈNH 4 TỶ",4550000000,"182,000",81.7,4.3,19,3,2,Quan 12,2227.66,,
House,"BÁN NHÀ HXH, SÁT TRƯỜNG CHINH, Q12, 80M2 x 2 TẦNG, NHỈNH 4 TỶ",4550000000,"182,000",81.7,4.3,19,3,2,Quan 12,2227.66,,
House,"Giảm sốc 500tr !!! Chỉ còn 6tỷ2, Nhà C4 SHR, diện tích khủng 117m2,  1/ Nguyễn Văn Quá cách mặt",6500000000,"260,000",117,6.2,19,2,2,Quan 12,2222.22,,
House,"2,6 tỷ 47m2 Mễ Cốc P15 Q8 20m ra HXH tiện xây mới",2600000000,"104,000",47,3.6,13.9,2,1,Quan 8,2212.77,,
House,"HẺM NHÀ 3M, 1 TRỤC CÁCH 20M RA MT PHẠM VĂN CHIÊU - 64M2 (4,1x16) C4 2PN - SỔ A4 - GẦN CHỢ THẠCH ĐÀ",3500000000,"140,000",64,4.1,16,2,2,Quan Go Vap,2187.5,,
House,Chính chủ giảm giá 400tr bán gấp nhà gần nhà máy Bia Heineiken Q12,3150000000,"126,000",58,4,11,2,2,Quan 12,2172.41,,
House,"CƠ HỘI SỞ HỮU NHÀ PHỐ 2 TẦNG, 4PN, SỔ HOÀN CÔNG, GIÁ TỐT",13000000000,"520,000",240,20,12,2,2,Thanh pho Thu Đuc,2166.67,,
House,0975544907 Thắng chính chủ bán nhà quận 7,5400000000,"216,000",100,5,20,4,4,Quan 7,2160,,
House,"Bán nhà xưởng Mt Lê Công Phép, Bình Tân, ngang khủng 12,3m x 19m, 255m2, chỉ 13.7 tỷ",13700000000,"548,000",255,12.3,19,1,1,Quan Binh Tan,2149.02,,
Land,"Siêu Phẩm Kinh Doanh Mặt Tiền Đường Trần Thị Điệu, Thủ Đức – 112m², nhỉnh 6 tỷ Cực Hấp Dẫn",6000000000,"240,000",112,4,28,4,4,Quan 9,2142.86,,
House,bán nhà Gò Vấp NGAY CHỢ XÓM MỚI - LÊ ĐỨC THỌ - NGANG 7.5 x 4.5M - Cho thuê 12tr/tháng - nhỉnh 3 tỷ,3000000000,"120,000",56,7.5,4.5,2,3,Quan Go Vap,2142.86,,
House,"Cần bán gấp nhà F. Tân Thới Hiệp Q.12 ,DT: 72m2 giá cực tốt chỉ 3.85 tỷ - Hiếm có trong khu vực",3850000000,"154,000",72,4,18,2,2,Quan 12,2138.89,,
Apartment,Căn hộ Celadon city bán gấp thời điểm sốt giá ạ,5950000000,"238,000",112,1,1,2,2,Quan Tan Phu,2125,,
House,[HẺM TRƯỚC NHÀ 3.5m] - NHÀ ĐẸP C4 - KHU DÂN CƯ HIỆN HỬU - NHƠN ĐỨC - NHÀ BÈ - ĐẦY ĐỦ NỘI THẤT,3400000000,"136,000",64,6,14,2,1,Huyen Nha Be,2125,,
House,"HÀ HẺM XE HƠI THÔNG 5 M - 74M2 - 3 TẦNG - chỉ 3,9 tỷ.",3900000000,"156,000",74,4,18,3,3,Quan 12,2108.11,,
House,"BÁN NHÀ HẺM 1886 HUỲNH TẤN PHÁT NHÀ BÈ - 74m2 - Gia 3ty9.
GỌI HIẾU NHÀ PHỐ 0988854978",3900000000,"156,000",74,5,15,2,1,Huyen Nha Be,2108.11,,
House,HẺM XE HƠI THÔNG 5 M - 3 TẦNG - HUỲNH THỊ HAI - TÂN CHÁNH HIỆP,3900000000,"156,000",74,4,18,3,3,Quan 12,2108.11,,
House,"Bán nhà MT Trần Văn Giàu 342m2 thổ cư, giá 18 tỷ, LH 0938 703 545",18000000000,"720,000",342,7,48,2,2,Huyen Binh Chanh,2105.26,,
House,BÁN NHÀ PHỐ ĐẸP - QUẬN 12 - KHU TÂN THỚI HIỆP,5750000000,"230,000",110,5,22,3,3,Quan 12,2090.91,,
House,"Nhà lô nhì 2155 Huỳnh Tấn Phát, Thị Trấn Nhà bè, 4.9x20, 2 tầng, sổ riêng, chỉ 5.1 tỉ",5100000000,"204,000",98,4.9,20,3,2,Huyen Nha Be,2081.63,,
House,"NHÀ 2 TẦNG 50M2, TỈNH LỘ 43, BÌNH CHIỂU THỦ ĐỨC. 2.4Tỷ.",2600000000,"104,000",50,10,5,3,2,Thanh pho Thu Đuc,2080,,
House,Bán Nhà Mặt Tiền CHDV 22 Phòng Ngay Trường Hoàng Văn Thụ F6 Gò Vấp 14 Tỷ Nhỏ,6900000000,"276,000",136,6,24,5,5,Quan Go Vap,2029.41,,
House,"NHÀ PHỐ GIÁ RẺ (4m x 22m) 84m2, CHỈ 4 tỷ 250 Thiện chí thương lượng",4250000000,"170,000",84,4,22,3,2,Quan 12,2023.81,,
House,"Bán nhà 2 tầng 85m2,  Bờ Bao Tân Thắng, Sơn Kỳ, Tân Phú, 4.3 tỷ",4300000000,"172,000",85,4,22,3,2,Quan Tan Phu,2023.53,,
House,"NHÀ 2 TẦNG 4 PN - 76M2(5x15m) - GIẢM CÒN CHỈ 3,8 TỶ - LINH ĐÔNG, THỦ ĐỨC - BÁN RẤT GẤP",3800000000,"152,000",76,5,15,4,3,Thanh pho Thu Đuc,2000,,
House,BÁN NHÀ TÂN THỚI HIỆP 07 QUẬN 12 – 76M2 – 3.8 TỶ,3800000000,"152,000",76,4.5,17,2,2,Quan 12,2000,,
House,🔥QUỐC LỘ 13 - HIỆP BÌNH PHƯỚC NHÀ 80M2 CHỈ 4 TY.,4000000000,"160,000",80,4,20,2,2,Thanh pho Thu Đuc,2000,,
House,"VỊ TRÍ ĐẮC ĐỊA,KHU VỰC SẦM UẤT GẦN BẾN XE MIỀN TÂY THÔNG RA VÕ VĂN KIỆT - NHỈNH 4 TỶ - 103M2 -",5100000000,"204,000",102,4,25,2,2,Quan Binh Tan,2000,,
House,"Bán nhà Võ Thị Thừa An Phú Đông, Quận 12, 834m2 , MTKD, Gía chỉ 41.5 Tỷ TL",41500000000,"1,660,000",834,18.8,45,5,6,Quan 12,1990.41,,
Apartment,Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🇵🏵️🚌😻Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🇵🏵️🚌😻Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🌈⚡✨Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🌈⚡✨Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🇧🌀⛺ Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🇰 🇳🔱🎎 Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🇭 🇳♨️🚙Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🇭 🇳♨️🚙Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🇹2️⃣☮️⛰ Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🌈⚡✨Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🇹☪️🌄 Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
Apartment,🇹1️⃣🌐🛡 Căn Hộ cao cấp Resort ven Sông Khải Hoàn Prime chỉ với 480 triệu sở hữu ngay,2200000000,"88,000",45,5,9,2,1,Huyen Nha Be,1955.56,,
House,"Bán nhà mặt tiền 9x38m giá 16,5 tỷ Đường Trung Mỹ Tây 12",16500000000,"660,000",342,9,38,2,2,Quan 12,1929.82,,
House,"(64M2) Ô TÔ NGỦ TRONG NHÀ, ĐƯỜNG ĐÌNH PHONG PHÚ.TNP B. Q9 GIÁ 3 TY 280",3280000000,"131,200",68,4.2,16,1,1,Quan 9,1929.41,,
House,"Bán nhà mặt tiền 5,7x24m giá 6,55 tỷ Đường Lâm Thị Hố",6550000000,"262,000",136,5.7,24,1,1,Quan 12,1926.47,,
Land,"Bình Tân,mặt tiền Ấp Chiến Lươc, BHH A, gần Tân Kỳ Tân Quý Hàng hiếm có khó tìm.MTKD 80m2, giá chỉ",3850000000,"154,000",80,4,20,2,2,Quan Binh Tan,1925,,
Land,"Đất Đặng Văn Bi - 4.95 Tỷ - Vị Trí Vàng, Xây 4 Tầng, Sổ Hồng Chính Chủ",4900000000,"196,000",102,5,20,6,7,Thanh pho Thu Đuc,1921.57,,
Land,Cơ Hội Vàng: Bán Đất Đặng Văn Bi - Vị Trí Vàng - 4.95 Tỷ -  4x26m - Xây 4 Tầng,4800000000,"192,000",100,5,20,6,7,Thanh pho Thu Đuc,1920,,
House,"BÁN NHÀ 2 TẦNG (6.2x22) HXH ĐÔNG HƯNG THUẬN 17, QUẬN 12 GIÁ RẺ 6.49 TỶ",6490000000,"259,600",136,6.2,22,2,2,Quan 12,1908.82,,
House,HÀNG HIẾM CÓ KHÓ TÌM - CĂN NHÀ 2 TẦNG SỔ HOÀN CÔNG - HẺM XE HƠI NGUYỄN DUY TRINH QUẬN 9 - SÁT VÁCH,2001000000,"80,040",42,3.5,12,3,1,Thanh pho Thu Đuc,1905.71,,
House,"Nhà Hiệp Bình Phước 105m² - 2 Căn Cho Thuê Ổn Định, Giá Hơn 5 Tỷ",5000000000,"200,000",105,75,14,4,4,Thanh pho Thu Đuc,1904.76,,
House,BÁN NHÀ XƯỞNG MẶT TIỀN ĐƯỜNG TRUNG MỸ TÂY QUẬN 12 - 339M2 (9 x 38) - KHÁCH THÍCH LÀ CHỐT.,16000000000,"640,000",339,9,38,2,2,Quan 12,1887.91,,
Land,"đường số 5, trường thọ - 105m2 - 4.8 tỷ - đất trống",4800000000,"192,000",102,4,26,1,1,Thanh pho Thu Đuc,1882.35,,
House,HÀNG NGỘP - CHỦ GẤP BÁN - GIẢM THÊM 500TR CHỈ CÒN 4.7 TỶ - KHA VẠN CÂN - HẺM THÔNG - 100m2,4700000000,"188,000",100,8,12,3,2,Thanh pho Thu Đuc,1880,,
House,"NHÀ ĐẸP 3 TẦNG, HẺM NHỰA RỘNG XE HƠI ĐẬU TRƯỚC NHÀ, SÁT CHỢ XUÂN THỚI THƯỢNG",4700000000,"188,000",100,5,20,3,2,Huyen Hoc Mon,1880,,
House,BÁN NHÀ GÓC 2 MẶT TIỀN NHỰA 11X20M GIÁ 10.3T TÂN THƠI HIỆP 21,10300000000,"412,000",220,11,20,3,2,Quan 12,1872.73,,
Land,Cơ Hội Vàng! Đất Vị Trí Vàng Đặng Văn Bi - 4.95 Tỷ - 102m2 - Xây 4 Tầng,4900000000,"196,000",105,4,26,6,7,Thanh pho Thu Đuc,1866.67,,
Land,Đất Vàng Đặng Văn Bi - 4x26m - 4.95 Tỷ - Cơ Hội Đầu Tư Vị Trí Vàng - Xây 4 Tầng Thoải Mái,4900000000,"196,000",105,4,28,6,7,Thanh pho Thu Đuc,1866.67,,
Land,"Biệt thự sân vườn (10x20) HXH 1/ Ngắn Song Hành, Tân Hiệp, HM (Cách MT Song Hành 40m)",9300000000,"372,000",200,10,20,3,3,Huyen Hoc Mon,1860,,
Land,"Biệt thự sân vườn (10x20) HXH 1/ Ngắn Song Hành, Tân Hiệp, HM (Cách MT Song Hành 40m)",9300000000,"372,000",200,10,20,3,3,Huyen Hoc Mon,1860,,
House,"BÁN NHÀ LÊ TRỌNG TẤN, P TÂY THẠNH TÂN PHÚ",3200000000,"128,000",69,5.3,13,3,3,Quan Tan Phu,1855.07,,
House,"Bán nhà 2Tầng Đường 48 P.Hiệp Bình Chánh Q.Thủ Đức DT 68m2 chỉ 3,1Tỷ",3100000000,"124,000",68,4.2,16.2,3,3,Thanh pho Thu Đuc,1823.53,,
House,"Bán nhà 2Tầng Đường 48 P.Hiệp Bình Chánh Q.Thủ Đức DT 68m2 chỉ 3,1Tỷ",3100000000,"124,000",68,4.2,16.2,3,3,Thanh pho Thu Đuc,1823.53,,
Land,Mặt tiền THN20-Phường Tân Thới Nhất-Quận 12-HCM - 220m2 chỉ 10 tỷ,10000000000,"400,000",220,5.5,40,4,4,Quan 12,1818.18,,
Land,Mặt tiền THN20-Phường Tân Thới Nhất-Quận 12-HCM - 220m2 chỉ 10 tỷ,10000000000,"400,000",220,5.5,40,4,4,Quan 12,1818.18,,
Land,Mặt tiền THN20-Phường Tân Thới Nhất-Quận 12-HCM - 220m2 chỉ 10 tỷ,10000000000,"400,000",220,5.5,40,4,4,Quan 12,1818.18,,
Land,Mặt tiền THN20-Phường Tân Thới Nhất-Quận 12-HCM - 220m2 chỉ 10 tỷ,10000000000,"400,000",220,5.5,40,4,4,Quan 12,1818.18,,
Land,Mặt tiền THN20-Phường Tân Thới Nhất-Quận 12-HCM - 220m2 chỉ 10 tỷ,10000000000,"400,000",220,5.5,40,4,4,Quan 12,1818.18,,
Land,Cơ Hội Vàng: Đất Vị Trí Vàng Đặng Văn Bi - 4.95 Tỷ -  4x26m - Xây 4 Tầng,4950000000,"198,000",110,4.5,26,6,7,Thanh pho Thu Đuc,1800,,
House,Bán chung cư quận 4 nhà đẹp giá mềm đã có sổ hồng,3600000000,"144,000",80,80,80,2,2,Quan 4,1800,,
House,"BÁN NHÀ HXH, NGANG 5M PHƯỜNG TÂN HƯNG, QUẬN 7, 100M2 CHỈ 4,5 TỶ",4500000000,"180,000",100,5,20,3,3,Quan 7,1800,,
House,"Bán nhà sát Tân Hoà Đông 77m2 5x15 nở hậu 5,2 giá 3,4 tỳ",3400000000,"136,000",77,5,15,6,2,Quan Binh Tan,1766.23,,
House,"Bán nhà 2 mặt tiền hẻm xe hơi đường Đình Phong Phú, Quận 9 diện tích 92m2 giá chỉ 4 tỷ 999 sổ",4001000000,"160,040",91,5,18.5,2,1,Quan 9,1758.68,,
Apartment,Kẹt tiền bán gấp căn hộ Khu phố Mỹ Khang - Phú Mỹ Hưng Q7 có sổ full nội thất,6700000000,"268,000",153,10,15,1,1,Quan 7,1751.63,,
Apartment,Cần bán căn hộ Mỹ Khang - Phú Mỹ Hưng Q7 full thiết kế bên trong,6700000000,"268,000",153,10,15,1,1,Quan 7,1751.63,,
Apartment,Cần bán căn hộ Mỹ Khang - Phú Mỹ Hưng Q7 full thiết kế bên trong,6700000000,"268,000",153,10,15,1,1,Quan 7,1751.63,,
House,Bán nhà đường Phạm Thế Hiển F7 Q8 mới nhất tháng 11/2024,2700000000,"108,000",62,3.5,17,2,2,Quan 8,1741.94,,
House,"Bán nhà mặt tiền 18x30m giá 23,5 tỷ Đường Trần Thị Năm",23500000000,"940,000",540,18,30,1,1,Quan 12,1740.74,,
House,"Nhà đẹp, 3 lầu Tân Hiệp, Hóc Môn, DT 6*16m, Gần nhà máy nước, Dương Công Khi. Chỉ 3.98 tỷ",3980000000,"159,200",93,6,16,4,4,Huyen Hoc Mon,1711.83,,
House,"S O S! CHỦ BÁN NHÀ DÒNG TIỀN 1 TỶ/NĂM, 868M2 ĐẤT PLB40506",37000000000,"1,480,000",868,16,50,4,4,Quan 9,1705.07,,
Apartment,"Bán căn chung cư 2PN TP.Thủ Đức Ngay khu công nghệ cao, vành đai 3 80m2 chỉ 3,4 tỷ",3400000000,"136,000",80,8,10,2,2,Thanh pho Thu Đuc,1700,,
House,Một siêu phẩm được ngân hàng chào bán với giá chỉ một nửa so với chứng thư thẩm định giá,45000000000,"1,800,000",1064,18.5,49,5,5,Quan Tan Binh,1691.73,,
House,KHU ĐỒNG BỘ CAO TẦNG 60m (4x15M)- 4PN - HIỆP THÀNH - HẺM XE TẢI 7M - 4 TỶ 7 NHỈNH CÒN TL,4600000000,"184,000",110,5.8,19,3,3,Quan 12,1672.73,,
Land,"Cơ Hội Sở Hữu Đất Vị Trí Vàng Đặng Văn Bi - Giá Hời 4.95 Tỷ!, Sổ Chính Chủ",5000000000,"200,000",120,5,22,6,7,Thanh pho Thu Đuc,1666.67,,
Land,"Cơ Hội Đầu Tư Vàng: Đất Đẹp, XD 4 Tầng Đặng Văn Bi - Chỉ 4.95 Tỷ!",4950000000,"198,000",120,5,25,6,7,Thanh pho Thu Đuc,1650,,
House,"HẺM XE HƠI 165M2, 6,7 tỷ, TÔ NGỌC VÂN, Tam Bình Thủ Đức.",6700000000,"268,000",165,6,30,4,4,Thanh pho Thu Đuc,1624.24,,
House,"Bán dãy nhà trọ 5x25 hẻm HXH Trường Trinh, Tân Thới Nhất giá nhỉnh 4tỷ",4990000000,"199,600",125,5,25,6,6,Quan 12,1596.8,,
House,Bán nhà đường Phạm Thế Hiển f7 Q8 mới cập nhật giá rẻ tháng 11/2024,3979000000,"159,160",100,4.5,22,2,2,Quan 8,1591.6,,
Villa,"BÁN BIỆT THỰ THẠNH XUÂN ĐƯỜNG 8M, HƠN 135M2 (7x20) NỞ HẬU - THIẾT KẾ ĐẸP, NỘI THẤT SANG XỊN - CHỦ",5251000000,"210,040",135,7,20,3,2,Quan 12,1555.85,,
House,+ 👉 SIÊU PHẨM GIÁ NGỘP BÁN NHÀ BÌNH TÂN  5x10m  2LẦU  1.9 TỶ,1900000000,"76,000",50,5,10,2,1,Quan Binh Tan,1520,,
Land,"BÁN GẤP HIẾM CÓ BIỆT THỰ SÂN VƯỜN, 2 TẦNG THIẾT KẾ SANG TRỌNG, 145m2, 6M X 25M. SÁT MẶT TIỀN LÊ",5500000000,"220,000",145,6,25,3,4,Huyen Hoc Mon,1517.24,,
House,"Bán Shophouse Ehome 3, Bình Tân, Bán ( 1 trệt + 1 lầu ) vừa ở hoạt động chĩ 4,x  tỷ nhà đẹp",4150000000,"166,000",110,10,100,3,2,Quan Binh Tan,1509.09,,
Apartment,bán căn 2pn giá 2ty2 có nội thất  vinhomes grand park,2200000000,"88,000",59,5,12,2,1,Quan 9,1491.53,,
House,"Bán Cặp Nhà (8.8x28) Mặt Tiền Nhựa 12m Huỳnh Thị Na, Đông Thạnh, Hóc Môn (Cách Đặng Thúc Vịnh 200m)",8500000000,"340,000",247,8.8,28,3,3,Huyen Hoc Mon,1376.52,,
House,"Bán Nhà 140M2  2Tầng 8PN Ngang 10M, Linh Xuân Thủ Đức  Chỉ 4.8 Tỷ",4800000000,"192,000",140,10,14,8,7,Thanh pho Thu Đuc,1371.43,,
